Education;Marital_Status;Income;Kidhome;Recency;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;Complain;all_Response;Age;CustomerDayLong;MNT
4;3;84169.0;0;9;1.0;7.0;6.0;6;3.0;0.0;3.0;39.0;2977;1754.7278921018287
2;5;54058.0;0;56;2.0;4.0;6.0;8;3.0;0.0;0.0;45.0;3041;662.0
0;3;24683.0;1;98;2.0;2.0;0.0;4;5.0;0.0;0.0;31.0;2764;41.0
2;6;85620.0;0;68;1.0;3.0;6.0;4;1.0;0.0;1.0;57.0;2824;1519.096117535263
2;3;47850.0;1;72;1.0;3.0;0.0;4;6.0;0.0;0.0;41.0;2859;134.0
2;3;19514.0;1;47;4.0;3.0;1.0;2;8.0;0.0;2.0;53.0;2805;69.0
3;3;27159.0;1;33;2.0;1.0;0.0;3;6.0;0.0;0.0;48.0;2743;21.0
0;4;39548.0;1;87;2.0;1.0;1.0;3;3.0;0.0;0.0;58.0;2741;54.0
2;4;21474.0;1;0;2.0;3.0;1.0;2;7.0;0.0;2.0;32.0;2733;91.0
4;4;60504.0;0;73;2.0;6.0;2.0;8;6.0;0.0;0.0;50.0;2793;526.0
2;3;22419.0;0;74;1.0;3.0;2.0;2;8.0;0.0;0.0;58.0;3088;162.0
3;3;81698.0;0;4;1.0;3.0;8.0;13;1.0;0.0;1.0;72.0;2886;1008.0
2;5;43462.0;1;50;6.0;4.0;1.0;5;8.0;0.0;0.0;69.0;3306;240.0
4;4;54880.0;1;57;2.0;6.0;2.0;11;5.0;0.0;0.0;43.0;3136;795.0
2;3;79908.0;0;30;1.0;5.0;6.0;7;2.0;0.0;1.0;39.0;3101;1737.9044418921358
0;3;15315.0;0;27;2.0;2.0;0.0;4;5.0;0.0;0.0;51.0;2981;64.0
2;5;87771.0;0;61;1.0;5.0;10.0;4;6.0;0.0;3.1185051147150964;62.0;3054;1778.7278921018287
2;3;33039.0;1;4;1.0;2.0;0.0;4;5.0;0.0;0.0;43.0;2944;78.0
2;4;81741.0;0;75;0.0;6.0;6.0;7;2.0;0.0;0.0;41.0;3029;1468.718650971856
3;5;71499.0;0;12;2.0;8.0;3.0;13;4.0;0.0;0.0;50.0;3020;795.0
0;3;62466.0;0;13;5.0;6.0;3.0;12;4.0;0.0;0.0;51.0;2816;889.0
4;2;48799.0;0;9;3.0;3.0;2.0;7;3.0;0.0;0.0;58.0;2887;331.0
4;5;52157.0;0;48;2.0;3.0;2.0;5;4.0;0.0;0.0;71.0;2673;265.0
2;4;66565.0;0;80;4.0;4.0;2.0;9;8.0;0.0;0.0;59.0;3222;1065.0
3;5;29298.0;1;60;1.0;1.0;0.0;2;5.0;0.0;0.0;70.0;2946;11.0
2;4;47691.0;0;43;1.0;1.0;0.0;2;6.0;0.0;0.0;42.0;3010;21.0
2;5;38200.0;1;19;1.0;1.0;0.0;2;7.0;0.0;0.0;51.0;3220;17.0
2;3;44989.0;0;26;5.0;5.0;1.0;5;6.0;0.0;0.0;47.0;3306;369.0
4;3;38443.0;1;58;2.0;1.0;0.0;3;7.0;0.0;0.0;53.0;2804;38.0
0;4;38593.0;1;42;3.0;4.0;1.0;3;8.0;0.0;0.0;43.0;2940;177.0
4;5;64413.0;0;27;1.0;5.0;1.0;5;5.0;0.0;0.0;51.0;2983;279.0
3;3;36959.0;1;56;2.0;2.0;0.0;3;8.0;0.0;0.0;40.0;2921;62.0
4;3;61996.0;0;27;3.0;6.0;4.0;8;5.0;0.0;3.1185051147150964;44.0;3165;1230.0
2;3;51287.0;1;10;3.0;4.0;1.0;3;7.0;0.0;0.0;53.0;2740;182.0
2;3;13260.0;1;48;4.0;3.0;0.0;3;8.0;0.0;0.0;51.0;2961;49.0
4;5;47472.0;1;39;2.0;2.0;0.0;4;5.0;0.0;0.0;55.0;2937;75.0
3;5;54603.0;1;85;6.0;4.0;2.0;4;7.0;0.0;0.0;65.0;3006;227.0
4;3;45207.0;1;64;5.0;3.0;1.0;6;6.0;0.0;1.0;47.0;3247;215.0
2;5;40689.0;0;69;7.0;7.0;1.0;5;8.0;0.0;0.0;70.0;3119;444.0
0;5;47821.0;1;54;1.0;1.0;0.0;3;8.0;0.0;0.0;54.0;2903;47.0
3;3;27450.0;0;57;1.0;2.0;1.0;3;7.0;0.0;0.0;70.0;3091;143.0
2;5;39453.0;1;64;2.0;2.0;0.0;3;6.0;0.0;0.0;38.0;2738;55.0
0;5;26850.0;1;10;4.0;2.0;1.0;4;4.0;0.0;0.0;50.0;2723;63.0
2;6;79800.0;0;65;1.0;5.0;11.0;5;3.0;0.0;3.1185051147150964;66.0;3295;1843.5241917449916
3;3;61794.0;0;74;2.0;4.0;4.0;10;2.0;0.0;0.0;60.0;2939;611.0
2;5;53863.0;0;4;3.0;7.0;1.0;7;7.0;0.0;1.0;66.0;2694;473.0
2;5;24221.0;0;94;1.0;1.0;1.0;3;4.0;0.0;0.0;62.0;2964;55.0
4;4;39684.0;1;41;2.0;2.0;1.0;2;7.0;0.2985485038334946;1.0;37.0;3276;81.0
3;3;92163.0;0;25;0.0;5.0;11.0;5;2.0;0.0;3.0;46.0;3215;2036.526975328729
3;4;69882.0;0;94;1.0;3.0;7.0;9;1.0;0.0;0.0;56.0;2882;1478.0
2;5;33178.0;1;9;1.0;1.0;0.0;3;4.0;0.0;0.0;44.0;2801;49.0
4;3;59973.0;0;47;1.0;3.0;4.0;7;1.0;0.0;0.0;49.0;2942;382.0
3;5;17459.0;1;12;3.0;3.0;1.0;2;7.0;0.0;1.0;46.0;2934;69.0
2;2;23910.0;1;80;1.0;2.0;0.0;3;7.0;0.0;0.0;52.0;3262;67.0
3;3;42169.0;1;20;2.0;1.0;0.0;3;8.0;0.0;0.0;52.0;2904;30.0
0;3;26224.0;1;39;3.0;2.0;1.0;3;6.0;0.0;0.0;43.0;3041;63.0
2;5;31089.0;1;57;3.0;3.0;0.0;4;8.0;0.0;0.0;40.0;3332;79.0
2;4;30081.0;0;27;1.0;1.0;0.0;3;7.0;0.0;0.0;60.0;3144;42.0
2;5;62807.0;0;83;3.0;5.0;3.0;12;5.0;0.0;0.0;61.0;3318;819.0
2;4;72906.0;0;79;1.0;3.0;4.0;9;1.0;0.0;0.0;66.0;2936;1151.0
4;3;61467.0;0;69;3.0;5.0;2.0;10;5.0;0.0;0.0;73.0;3218;594.0
3;5;49618.0;1;77;4.0;3.0;1.0;3;7.0;0.0;0.0;55.0;3170;129.0
3;4;21888.0;1;15;4.0;5.0;1.0;2;10.0;0.0;1.0;35.0;3198;213.0
2;6;42429.0;0;99;2.0;1.0;1.0;3;5.0;0.0;0.0;48.0;2789;67.0
2;2;26150.0;2;61;1.0;1.0;0.0;3;7.0;0.0;0.0;65.0;3126;28.0
1;3;30801.0;0;23;2.0;1.0;0.0;3;7.0;0.0;0.0;46.0;3262;45.0
2;3;81168.0;0;84;1.0;6.0;4.0;7;3.0;0.0;1.0;56.0;2704;1193.0
3;4;26877.0;0;74;2.0;3.0;1.0;6;6.0;0.0;0.0;52.0;2965;268.0
3;6;45006.0;0;90;1.0;3.0;1.0;7;3.0;0.0;0.0;77.0;2997;266.0
1;3;18978.0;1;41;1.0;1.0;0.0;3;8.0;0.0;0.0;48.0;3216;37.0
2;3;22574.0;2;28;2.0;2.0;0.0;3;7.0;0.0;0.0;54.0;2895;37.0
4;4;48240.0;0;73;3.0;6.0;3.0;13;5.0;0.0;1.0;52.0;3248;882.0
2;3;45837.0;1;88;5.0;6.0;2.0;5;7.0;0.0;0.0;47.0;2989;373.0
3;4;35791.0;2;94;2.0;1.0;0.0;3;8.0;0.0;0.0;56.0;3070;35.0
4;5;127766.0;1;31;0.0;0.0;0.0;1;1.0;0.0;0.0;45.0;3042;107.0
2;6;54162.0;1;31;1.0;1.0;0.0;3;4.0;0.0;0.0;43.0;3119;42.0
3;3;30522.0;0;6;5.0;1.0;2.0;9;2.0;0.0;0.0;61.0;3332;326.0
4;3;54456.0;0;23;3.0;6.0;1.0;7;6.0;0.0;0.0;60.0;3004;404.0
2;4;31632.0;0;92;1.0;2.0;1.0;2;7.0;0.0;0.0;50.0;3001;95.0
2;6;72298.0;0;52;1.0;4.0;3.0;6;1.0;0.0;2.0;72.0;2762;939.0
0;4;36975.0;1;50;1.0;1.0;0.0;3;7.0;0.0;0.0;43.0;2834;33.0
0;3;72635.0;0;54;1.0;6.0;8.0;6;3.0;0.0;1.0;66.0;3042;981.0
2;3;13624.0;1;93;2.0;2.0;0.0;3;6.0;0.0;0.0;45.0;3176;36.0
2;4;84196.0;0;56;1.0;8.0;4.0;7;3.0;0.0;0.0;46.0;3042;1207.4123846372045
2;5;70971.0;0;28;7.0;11.0;11.0;5;7.0;0.0;1.0;61.0;3297;1825.0
4;2;34487.0;1;94;3.0;3.0;0.0;3;9.0;0.0;0.0;44.0;3312;103.0
2;4;28769.0;1;76;3.0;4.0;1.0;4;9.0;0.0;0.0;44.0;3209;191.0
4;3;69084.0;1;43;2.0;7.0;3.0;13;8.0;0.0;0.0;51.0;2873;1586.0
4;5;65488.0;0;46;1.0;3.0;4.0;6;1.0;0.0;0.0;63.0;2667;963.0
0;3;62466.0;0;13;5.0;6.0;3.0;12;4.0;0.0;0.0;51.0;2816;889.0
0;4;32218.0;0;27;1.0;2.0;1.0;3;7.0;0.0;2.0;61.0;2785;93.0
2;4;83917.0;0;12;1.0;6.0;7.0;7;3.0;0.0;1.0;48.0;3088;1539.9044418921358
2;2;46102.0;2;3;1.0;1.0;0.0;2;7.0;0.0;0.0;59.0;2762;16.0
2;4;84574.0;0;72;1.0;9.0;11.0;11;5.0;0.0;0.0;69.0;3041;1375.0
2;3;56181.0;0;6;1.0;4.0;2.0;7;4.0;0.0;0.0;59.0;3188;393.0
3;2;63120.0;0;53;5.0;8.0;4.0;9;7.0;0.0;1.0;71.0;3290;1477.0
2;3;73691.0;0;58;2.0;6.0;2.0;8;2.0;0.0;1.0;50.0;2886;1179.0
2;5;63381.0;0;78;4.0;4.0;5.0;13;2.0;0.0;0.0;61.0;3283;1005.0
4;5;76140.0;0;57;1.0;5.0;9.0;6;2.0;0.0;0.0;73.0;2698;1348.0
4;2;62859.0;0;37;4.0;9.0;4.0;6;6.0;0.0;0.0;62.0;3197;1307.0
2;4;45906.0;0;20;2.0;5.0;4.0;4;5.0;0.0;1.0;57.0;3069;486.0
3;5;77632.0;0;73;1.0;4.0;2.0;6;2.0;0.0;3.0;74.0;3127;2252.0
4;3;46463.0;1;56;7.0;3.0;1.0;6;6.0;0.0;0.0;50.0;2966;235.0
2;5;105471.0;0;36;0.0;9.0;8.0;13;3.0;0.0;3.0;51.0;3175;1681.5591098187892
3;2;55282.0;1;9;1.0;3.0;1.0;6;4.0;0.0;0.0;51.0;2849;235.0
3;3;78710.0;0;42;3.0;7.0;6.0;12;4.0;0.0;0.0;44.0;2688;1092.0
2;5;66886.0;0;28;2.0;7.0;1.0;7;5.0;0.0;0.0;63.0;2937;599.0
3;4;98777.0;0;23;0.0;4.0;6.0;9;1.0;0.0;1.0;61.0;2783;2008.0
2;5;29103.0;1;38;2.0;1.0;0.0;3;9.0;0.0;0.0;36.0;3322;48.0
2;3;67445.0;0;63;5.0;9.0;6.0;12;6.0;0.0;0.0;47.0;3337;1174.0
4;5;50616.0;0;71;1.0;1.0;1.0;4;2.0;0.0;0.0;71.0;2728;67.0
2;2;49431.0;0;9;2.0;7.0;1.0;5;8.0;0.0;0.0;66.0;3346;365.0
2;2;127766.0;0;81;0.0;0.0;0.0;0;0.0;0.0;0.0;46.0;2793;6.0
2;5;61278.0;0;87;2.0;3.0;1.0;4;6.0;0.0;0.0;68.0;2827;165.0
0;5;26490.0;0;92;2.0;3.0;1.0;5;6.0;0.0;0.0;63.0;3296;210.0
4;5;73059.0;0;36;1.0;9.0;3.0;13;4.0;0.0;0.0;74.0;2953;1095.0
4;4;46734.0;1;86;4.0;3.0;2.0;3;6.0;0.0;1.0;55.0;2902;223.0
2;5;56253.0;0;83;4.0;7.0;2.0;9;6.0;0.0;0.0;58.0;3220;597.0
2;3;19986.0;1;74;1.0;0.0;0.0;3;7.0;0.0;0.0;36.0;2878;22.0
2;6;58330.0;0;87;1.0;6.0;4.0;13;4.0;0.0;0.0;46.0;2837;1064.0
1;3;25965.0;0;29;1.0;2.0;0.0;3;8.0;0.0;0.0;41.0;3311;74.0
3;5;14661.0;0;88;1.0;1.0;0.0;3;6.0;0.0;0.0;65.0;3195;26.0
2;3;18690.0;0;77;1.0;1.0;1.0;2;8.0;0.0;0.0;62.0;3199;60.0
4;5;45068.0;0;25;1.0;1.0;0.0;2;7.0;0.0;0.0;47.0;3060;20.0
1;4;21063.0;1;34;2.0;2.0;0.0;3;6.0;0.0;0.0;34.0;2928;59.0
4;3;29187.0;1;43;1.0;1.0;0.0;3;8.0;0.0;0.0;53.0;3067;34.0
0;3;54690.0;1;76;3.0;3.0;1.0;5;3.0;0.0;0.0;50.0;2885;198.0
4;3;59304.0;0;81;3.0;7.0;8.0;10;5.0;0.0;0.0;57.0;2986;1048.0
3;4;59247.0;0;87;5.0;5.0;2.0;9;6.0;0.0;0.0;59.0;2884;574.0
2;6;66731.0;0;33;4.0;4.0;3.0;6;3.0;0.0;0.0;51.0;3306;1015.6225334365931
2;3;77353.0;0;38;2.0;6.0;4.0;8;4.0;0.0;0.0;41.0;2846;670.0
4;4;52614.0;0;63;2.0;2.0;4.0;8;8.0;0.0;0.0;46.0;3226;990.0
2;3;26751.0;2;26;1.0;1.0;0.0;2;8.0;0.0;0.0;47.0;2689;11.0
4;3;81300.0;0;17;3.0;10.0;3.0;5;5.0;0.0;2.0;58.0;3258;1241.0
2;4;70337.0;0;75;1.0;2.0;2.0;12;1.0;0.0;0.0;42.0;2829;576.0
0;3;36145.0;1;13;4.0;4.0;1.0;3;9.0;0.0;2.0;36.0;3029;172.0
4;4;65295.0;0;19;1.0;3.0;3.0;13;2.0;0.0;0.0;41.0;2839;664.0
2;2;68118.0;0;51;2.0;8.0;9.0;4;6.0;0.0;0.0;58.0;2905;928.0
2;2;68743.0;0;81;1.0;11.0;5.0;13;7.0;0.0;0.0;54.0;3319;2074.0
0;5;41039.0;0;32;1.0;8.0;1.0;5;8.0;0.0;0.0;39.0;2990;467.0
2;5;38946.0;0;84;2.0;3.0;1.0;6;5.0;0.0;0.0;66.0;2899;257.0
2;5;65777.0;0;87;1.0;2.0;8.0;6;1.0;0.0;0.0;54.0;2843;1146.0
4;2;66476.0;0;99;2.0;5.0;2.0;11;4.0;0.0;0.0;45.0;3130;689.0
4;4;86857.0;0;96;1.0;5.0;6.0;10;2.0;0.0;1.0;49.0;3306;2114.0
4;3;127766.0;0;21;8.121712502567885;0.0;11.431355538047729;1;0.0;0.0;0.0;39.0;3345;939.0961175352629
4;5;77845.0;0;40;1.0;3.0;5.0;12;1.0;0.0;2.0;32.0;2695;1346.0
4;5;69476.0;0;3;1.0;4.0;6.0;4;2.0;0.0;0.0;52.0;2923;1044.0
4;2;50611.0;0;98;6.0;4.0;5.0;7;6.0;0.0;2.0;61.0;3284;493.0
2;4;61209.0;0;73;1.0;5.0;3.0;4;2.0;0.0;0.0;51.0;2959;957.0
3;5;42315.0;0;90;3.0;1.0;4.0;4;3.0;0.0;0.0;63.0;3003;270.0
1;5;13084.0;0;29;1.0;1.0;0.0;3;6.0;0.0;0.0;69.0;2890;29.0
3;6;47570.0;1;3;3.0;2.0;2.0;2;7.0;0.0;1.0;72.0;3047;121.0
3;3;61923.0;0;94;1.0;2.0;1.0;4;3.0;0.0;0.0;60.0;2989;126.0
2;4;34824.0;0;65;1.0;1.0;0.0;2;6.0;0.0;0.0;26.0;2746;23.0
4;4;26518.0;1;33;3.0;2.0;0.0;3;8.0;0.0;1.0;72.0;3098;57.0
2;4;45938.0;0;46;2.0;8.0;4.0;6;6.0;0.0;0.0;60.0;2889;636.0
2;5;78468.0;0;29;1.0;10.0;7.0;10;4.0;0.0;1.0;61.0;2732;1004.0
2;2;78901.0;0;99;3.0;9.0;3.0;5;4.0;0.0;0.0;48.0;2936;734.0
2;3;71427.0;2;26;2.0;8.0;2.0;8;4.0;0.0;0.0;43.0;2760;614.0
2;2;71022.0;0;30;3.0;5.0;2.0;11;8.0;0.0;1.0;43.0;2789;1411.5241917449916
3;4;90247.0;0;27;1.0;3.0;4.0;7;1.0;0.0;3.1185051147150964;33.0;2712;1621.0
3;2;41335.0;1;24;3.0;4.0;1.0;4;7.0;0.0;0.0;53.0;2836;187.0
2;3;71952.0;1;93;2.0;8.0;4.0;8;4.0;0.0;2.0;35.0;3186;1443.0
4;2;35682.0;1;34;1.0;1.0;1.0;3;2.0;0.0;0.0;51.0;2653;57.0
2;2;43185.0;0;88;2.0;9.0;3.0;6;8.0;0.0;0.0;70.0;3096;637.0
4;5;66375.0;0;96;3.0;2.0;4.0;5;7.0;0.0;1.0;73.0;2871;948.0
3;3;35178.0;1;10;1.0;1.0;1.0;2;7.0;0.0;2.0;50.0;3186;59.0
2;3;25252.0;1;26;1.0;1.0;0.0;2;8.0;0.0;0.0;35.0;3003;18.0
3;4;55250.0;0;49;4.0;7.0;5.0;10;5.0;0.0;0.0;56.0;3267;903.0
2;4;33249.0;1;11;2.0;2.0;1.0;3;6.0;0.0;0.0;46.0;3145;112.0
2;5;58398.0;0;44;3.0;5.0;4.0;8;4.0;0.0;0.0;68.0;3062;596.0
2;5;50272.0;1;75;3.0;4.0;1.0;5;7.0;0.0;0.0;39.0;2977;233.0
4;3;76618.0;0;64;1.0;3.0;2.0;5;1.0;0.0;0.0;46.0;3220;1501.9044418921358
0;2;87305.0;0;19;1.0;5.0;3.0;8;2.0;0.0;2.0;61.0;3295;1152.0
2;5;25851.0;1;45;2.0;2.0;0.0;3;7.0;0.0;0.0;43.0;3154;48.0
2;2;58710.0;0;77;6.0;11.0;5.0;9;6.0;0.0;0.0;51.0;3106;1185.0
2;4;45160.0;1;9;1.0;1.0;0.0;2;7.0;0.0;0.0;63.0;2743;21.0
3;3;74806.0;0;1;2.0;5.0;4.0;5;4.0;0.0;0.0;56.0;3208;965.0
2;3;59111.0;0;90;1.0;11.0;1.0;8;7.0;0.0;0.0;67.0;3074;869.0
4;3;18988.0;1;43;2.0;1.0;0.0;3;7.0;0.0;0.0;37.0;2688;16.0
2;3;72190.0;0;79;1.0;5.0;6.0;4;3.0;0.0;0.0;56.0;3152;1863.0511670737205
2;3;7500.0;1;19;5.0;4.0;1.0;2;9.0;0.0;2.0;45.0;3348;71.0
2;3;44794.0;0;99;1.0;2.0;0.0;3;6.0;0.0;0.0;55.0;2672;65.0
2;3;80395.0;0;62;1.0;6.0;5.0;12;2.0;0.0;1.0;66.0;2869;1380.0
3;2;75012.0;0;41;1.0;3.0;8.0;11;1.0;0.0;0.0;45.0;2806;1027.0
3;3;56962.0;2;60;7.0;6.0;3.0;5;7.0;0.0;0.0;56.0;2912;411.0
2;5;89891.0;0;17;1.0;11.0;6.0;8;4.0;0.0;1.0;30.0;3091;836.0
4;2;35946.0;1;24;1.0;0.0;0.0;3;5.0;0.0;0.0;72.0;2926;11.0
4;5;53593.0;1;60;8.0;7.0;2.0;6;8.0;0.0;0.0;68.0;3342;480.0
2;3;66373.0;1;57;7.0;4.0;2.0;10;3.0;0.0;0.0;43.0;3033;606.0
4;2;45072.0;1;74;5.0;6.0;1.0;4;8.0;0.0;0.0;73.0;2907;284.0
2;2;89694.0;1;22;3.0;4.0;3.0;4;5.0;0.0;3.0;48.0;2914;1472.0
2;3;72025.0;0;46;1.0;4.0;8.0;13;2.0;0.0;3.1185051147150964;72.0;2712;1677.0
2;3;67432.0;0;69;2.0;8.0;5.0;4;4.0;0.0;0.0;48.0;3108;1335.0
3;5;70545.0;0;29;1.0;4.0;1.0;7;2.0;0.0;0.0;69.0;2677;334.0
1;3;17487.0;1;37;1.0;1.0;0.0;2;7.0;0.0;0.0;32.0;3119;18.0
2;5;62882.0;0;26;2.0;7.0;5.0;6;4.0;0.0;0.0;52.0;3340;1338.0
4;4;64108.0;0;8;4.0;6.0;9.0;11;5.0;0.0;0.0;68.0;3114;1099.0
3;5;34941.0;1;26;2.0;3.0;0.0;3;8.0;0.0;0.0;65.0;3131;97.0
4;4;48767.0;1;79;3.0;2.0;1.0;3;5.0;0.0;0.0;71.0;2830;63.0
0;5;38702.0;1;71;2.0;3.0;0.0;4;6.0;0.0;0.0;43.0;2983;109.0
2;3;82224.0;0;83;1.0;6.0;9.0;5;3.0;0.0;1.0;57.0;2806;902.0
2;5;83844.0;0;57;1.0;4.0;4.0;11;1.0;0.0;1.0;69.0;3064;1574.0
0;3;17003.0;1;37;3.0;2.0;0.0;4;5.0;0.0;0.0;46.0;2853;38.0
2;4;71163.0;0;30;1.0;3.0;8.0;12;1.0;0.0;0.0;26.0;2763;960.0
2;4;33697.0;1;34;1.0;1.0;0.0;2;7.0;0.0;1.0;51.0;2938;28.0
0;3;63564.0;0;0;1.0;10.0;10.0;7;6.0;0.0;2.0;67.0;2802;1215.0
4;5;83443.0;0;89;1.0;6.0;10.0;5;2.0;0.0;0.0;49.0;2831;1497.0
4;5;51518.0;0;92;2.0;3.0;2.0;10;3.0;0.0;0.0;63.0;2920;449.0
2;6;58330.0;0;87;1.0;6.0;4.0;13;4.0;0.0;0.0;46.0;2837;1064.0
2;3;80952.0;0;20;1.0;8.0;5.0;11;8.0;0.0;3.1185051147150964;52.0;3137;1724.6225334365931
2;5;75507.0;0;56;1.0;8.0;6.0;6;3.0;0.0;0.0;42.0;2709;1440.0
0;5;63855.0;0;28;1.0;7.0;3.0;13;4.0;0.0;0.0;43.0;3156;1006.0
4;5;62220.0;0;55;5.0;7.0;6.0;5;6.0;0.0;1.0;49.0;3338;1226.0
2;3;58512.0;0;25;5.0;3.0;4.0;8;8.0;0.0;0.0;57.0;2934;1171.0
3;3;40662.0;1;0;2.0;2.0;1.0;3;4.0;0.0;0.0;42.0;3122;92.0
4;3;38829.0;0;86;1.0;3.0;2.0;2;5.0;0.0;0.0;62.0;2735;99.0
0;3;35523.0;1;8;2.0;3.0;0.0;3;7.0;0.0;0.0;40.0;2920;66.0
2;4;79146.0;1;33;2.0;8.0;1.0;8;6.0;0.0;0.0;54.0;2717;564.0
3;3;78285.0;0;13;1.0;6.0;4.0;10;3.0;0.0;0.0;33.0;2895;1427.0
4;4;31626.0;1;12;1.0;2.0;1.0;2;7.0;0.0;2.0;43.0;3066;86.0
2;4;75127.0;0;92;1.0;2.0;11.0;5;1.0;0.0;0.0;69.0;2689;806.5241917449916
2;3;48726.0;0;90;3.0;3.0;2.0;4;6.0;0.0;0.0;66.0;3079;242.0
2;3;74985.0;0;8;1.0;3.0;6.0;7;2.0;0.0;0.0;44.0;3307;1769.5085021724674
2;5;67430.0;0;6;1.0;11.0;5.0;12;6.0;0.0;0.0;34.0;3313;1364.0
0;3;46891.0;0;91;1.0;2.0;1.0;4;4.0;0.0;0.0;56.0;2952;183.0
3;3;62058.0;0;52;4.0;6.0;1.0;7;6.0;0.0;0.0;65.0;3050;450.0
2;3;72063.0;0;3;2.0;5.0;2.0;12;2.0;0.0;0.0;42.0;3012;758.0
4;3;78939.0;0;57;1.0;8.0;5.0;6;3.0;0.0;0.0;70.0;2850;1502.5241917449916
2;4;42720.0;1;9;8.0;7.0;3.0;7;8.0;0.0;1.0;56.0;3082;654.0
2;3;33622.0;1;22;3.0;2.0;0.0;4;7.0;0.0;0.0;49.0;3093;81.0
4;5;6835.0;0;76;0.0;0.0;0.0;1;12.596452885784712;0.0;0.0;64.0;3219;137.0
2;5;41452.0;1;86;1.0;1.0;0.0;2;7.0;0.0;0.0;68.0;3131;16.0
4;4;40760.0;0;64;2.0;2.0;1.0;3;6.0;0.0;0.0;56.0;2954;93.0
4;5;74250.0;0;90;1.0;2.0;11.0;4;1.0;0.0;0.0;63.0;2805;1158.0
3;4;51124.0;1;79;2.0;1.0;0.0;3;3.0;0.0;0.0;66.0;2844;43.0
2;4;72258.0;0;28;2.0;6.0;9.0;5;2.0;0.0;0.0;50.0;2941;1499.4123846372045
4;4;71466.0;0;86;1.0;4.0;4.0;10;1.0;0.0;0.0;47.0;2736;1198.9044418921358
2;5;36283.0;1;42;2.0;1.0;0.0;3;4.0;0.0;0.0;45.0;2727;29.0
2;4;20587.0;1;39;1.0;1.0;1.0;2;7.0;0.0;0.0;51.0;2700;25.0
2;3;30467.0;1;8;1.0;1.0;0.0;2;7.0;0.0;0.0;49.0;2753;24.0
2;5;31590.0;1;40;1.0;1.0;0.0;3;8.0;0.0;0.0;49.0;3027;38.0
1;3;20425.0;1;5;2.0;2.0;0.0;3;7.0;0.0;0.0;35.0;3259;57.0
3;5;17144.0;1;96;5.0;3.0;0.0;4;7.0;0.0;0.0;61.0;2785;47.0
4;2;42564.0;0;28;6.0;6.0;8.0;4;7.0;0.0;2.0;53.0;3194;813.0
3;3;43783.0;1;22;6.0;7.0;1.0;8;7.0;0.0;1.0;43.0;2682;629.0
2;2;40780.0;0;30;4.0;7.0;1.0;5;9.0;0.0;0.0;45.0;3310;377.0
3;5;62847.0;0;45;1.0;3.0;6.0;4;2.0;0.0;0.0;76.0;3181;1589.6225334365931
4;3;82017.0;0;58;1.0;5.0;4.0;7;2.0;0.0;3.1185051147150964;64.0;3250;729.0
2;4;16813.0;0;49;1.0;2.0;0.0;3;7.0;0.0;1.0;71.0;2996;50.0
2;3;51267.0;1;37;4.0;3.0;3.0;5;4.0;0.0;0.0;43.0;2894;270.0
2;4;46524.0;0;70;2.0;1.0;1.0;5;3.0;0.0;0.0;60.0;3101;177.0
3;4;45183.0;0;33;1.0;4.0;1.0;7;7.0;0.0;1.0;59.0;3176;315.0
4;3;70421.0;0;98;3.0;10.0;3.0;7;6.0;0.0;0.0;67.0;2652;767.0
0;2;60161.0;0;17;3.0;11.0;4.0;8;8.0;0.0;0.0;56.0;3265;1071.0
2;5;73926.0;0;54;1.0;6.0;5.0;12;3.0;0.0;0.0;48.0;3135;1580.0
2;3;19329.0;1;39;3.0;4.0;0.0;3;8.0;0.0;0.0;53.0;2848;60.0
3;3;61872.0;0;81;4.0;4.0;4.0;9;4.0;0.0;0.0;51.0;2849;573.0
2;6;46984.0;1;71;1.0;1.0;0.0;3;5.0;0.0;0.0;65.0;3111;41.0
2;3;34838.0;1;62;3.0;2.0;1.0;4;6.0;0.0;0.0;70.0;3177;170.0
4;4;82716.0;0;8;1.0;6.0;8.0;13;2.0;0.0;0.0;77.0;2887;1164.6225334365931
2;3;48192.0;0;76;3.0;2.0;8.0;12;8.0;0.0;3.1185051147150964;63.0;3100;1526.0
3;3;49681.0;0;66;6.0;7.0;1.0;7;7.0;0.0;0.0;45.0;2888;458.0
3;3;56850.0;0;83;1.0;1.0;1.0;3;2.0;0.0;0.0;50.0;2749;63.0
2;3;55267.0;0;28;4.0;3.0;4.0;6;3.0;0.0;0.0;64.0;2902;405.0
2;3;59666.0;1;87;7.0;3.0;2.0;8;8.0;0.0;1.0;49.0;3115;1027.0
2;4;72504.0;0;43;2.0;5.0;9.0;6;2.0;0.0;0.0;49.0;3100;1467.9044418921358
2;3;26872.0;0;0;1.0;1.0;1.0;2;6.0;0.0;0.0;40.0;2907;72.0
2;4;21359.0;1;1;2.0;2.0;0.0;3;8.0;0.0;1.0;49.0;3086;48.0
2;4;73170.0;0;1;1.0;5.0;4.0;6;2.0;0.0;0.0;46.0;2680;697.6225334365931
3;3;52750.0;0;72;6.0;5.0;7.0;9;4.0;0.0;0.0;66.0;3161;860.0
4;5;91820.0;0;72;0.0;5.0;5.0;12;1.0;0.0;0.0;35.0;2869;1486.9044418921358
4;5;65968.0;0;12;2.0;5.0;4.0;7;3.0;0.0;0.0;51.0;2699;495.0
